Fips_State,Fips_Place,Fips_State_Place,City_Name,St_Name,NYU_500_Largest,Year,Pop_Total,Per_15to44_years(%),Per_18_years_and_over(%),Per_65_years_and_over(%),Pop_Male,Pop_Female,Pop_White,Pop_Black,Pop_Asian,Pop_AIAN,Pop_NHOPI,Pop_Nonhispanic,Pop_Hispanic
48,10768,4810768,Brownsville city,Texas,1,1990,98962,46.65,63.44,8.72,46714,52248,83895,193,289,140,12,9756,89206
48,10912,4810912,Bryan city,Texas,1,1990,55002,52.75,72.88,9.78,27256,27746,38437,9452,835,135,16,44110,10892
48,13024,4813024,Carrollton city,Texas,1,1990,82169,57.43,72.03,3.40,40461,41708,68300,4014,5561,348,37,73749,8420
48,15976,4815976,College Station city,Texas,1,1990,52456,78.68,86.20,2.80,28116,24340,43520,3293,3399,108,29,47777,4679
48,17000,4817000,Corpus Christi city,Texas,1,1990,257453,47.46,69.80,10.07,125716,131737,196019,12347,2292,1112,98,127745,129708
48,19000,4819000,Dallas city,Texas,1,1990,1006877,52.78,75.03,9.72,495141,511736,556760,296994,21584,4792,368,796637,210240
48,19972,4819972,Denton city,Texas,1,1990,66270,61.77,79.73,8.13,31789,34481,54315,6316,1829,299,31,60333,5937
48,22660,4822660,Edinburg city,Texas,1,1990,29885,48.96,67.05,9.03,14316,15569,22191,139,128,55,4,4217,25668
48,24000,4824000,El Paso city,Texas,1,1990,515342,48.18,68.12,8.74,247163,268179,396122,17708,5563,2239,393,159673,355669
48,27000,4827000,Fort Worth city,Texas,1,1990,447619,49.97,73.37,11.22,220268,227351,285549,98532,8729,1914,181,360274,87345
48,27684,4827684,Frisco city,Texas,1,1990,6141,53.74,69.50,5.47,3200,2941,5121,126,29,37,0,4811,1330
48,29000,4829000,Garland city,Texas,1,1990,180650,52.63,69.99,5.52,89314,91336,143927,16028,8024,954,60,159635,21015
48,30464,4830464,Grand Prairie city,Texas,1,1990,99616,52.45,69.90,6.36,49474,50142,75524,9694,2932,774,70,79149,20467
48,35000,4835000,Houston city,Texas,1,1990,1630553,52.25,73.27,8.28,809048,821505,859069,457990,66581,4126,532,1180070,450483
48,37000,4837000,Irving city,Texas,1,1990,155037,57.88,76.05,5.43,77875,77162,122068,11653,7048,1006,98,129799,25238
48,39148,4839148,Killeen city,Texas,1,1990,63535,57.41,69.43,3.97,32006,31529,36908,19109,3140,340,514,54637,8898
48,41464,4841464,Laredo city,Texas,1,1990,122899,47.22,64.09,8.15,58725,64174,87048,144,464,195,9,7539,115360
48,41980,4841980,League City city,Texas,1,1990,30159,53.87,69.80,4.67,15111,15048,26575,1547,691,103,8,26619,3540
48,42508,4842508,Lewisville city,Texas,1,1990,46521,58.54,72.96,4.46,23239,23282,41226,2159,889,278,3,42495,4026
48,43888,4843888,Longview city,Texas,1,1990,70311,45.63,72.92,13.05,33708,36603,53884,13989,404,308,11,67415,2896
48,45000,4845000,Lubbock city,Texas,1,1990,186206,52.67,74.36,9.83,91432,94774,144549,15939,2564,570,53,144290,41916
48,45384,4845384,McAllen city,Texas,1,1990,84021,47.03,66.92,10.43,39968,44053,59603,288,562,165,14,19349,64672
48,45744,4845744,McKinney city,Texas,1,1990,21283,49.97,71.90,11.50,10459,10824,16152,2742,106,111,5,17685,3598
48,47892,4847892,Mesquite city,Texas,1,1990,101484,52.38,69.35,5.29,49144,52340,88501,5912,2622,557,44,92584,8900
48,48072,4848072,Midland city,Texas,1,1990,89443,46.40,69.10,9.37,43136,46307,71382,8179,830,332,28,70383,19060
48,48768,4848768,Mission city,Texas,1,1990,28653,43.12,66.31,14.18,13688,14965,21595,47,32,51,10,5708,22945
48,48804,4848804,Missouri City city,Texas,1,1990,36176,51.55,67.88,4.09,17750,18426,21922,10653,2250,102,11,32830,3346
48,53388,4853388,Odessa city,Texas,1,1990,89699,46.18,69.21,10.06,43397,46302,67624,5355,598,447,16,61779,27920
48,56000,4856000,Pasadena city,Texas,1,1990,119363,49.93,69.93,7.66,59568,59795,99943,1162,1826,579,47,84952,34411
48,56348,4856348,Pearland city,Texas,1,1990,18697,48.55,71.21,7.96,9168,9529,17001,312,261,64,9,16386,2311
48,57200,4857200,Pharr city,Texas,1,1990,32921,43.97,63.42,11.45,15824,17097,23122,38,32,61,0,3810,29111
48,58016,4858016,Plano city,Texas,1,1990,128713,54.11,69.53,3.56,64179,64534,113879,5325,5109,441,49,120694,8019
48,61796,4861796,Richardson city,Texas,1,1990,74840,47.29,73.35,7.52,36454,38386,64947,3502,4927,239,22,71585,3255
48,63500,4863500,Round Rock city,Texas,1,1990,30923,54.64,66.62,4.66,15200,15723,26175,1714,315,135,16,25128,5795
48,64472,4864472,San Angelo city,Texas,1,1990,84474,47.59,73.17,13.08,40667,43807,66571,4057,919,319,42,60828,23646
48,65000,4865000,San Antonio city,Texas,1,1990,935933,48.49,70.96,10.51,450695,485238,676082,65884,10254,3303,449,415651,520282
48,70808,4870808,Sugar Land city,Texas,1,1990,24529,49.11,69.27,6.66,12100,12429,19422,1219,3152,47,5,22452,2077
48,74144,4874144,Tyler city,Texas,1,1990,75450,46.25,74.52,14.76,35472,39978,49891,21252,375,214,11,68726,6724
48,76000,4876000,Waco city,Texas,1,1990,103590,49.26,75.76,14.91,49504,54086,70031,23972,923,291,32,86656,16934
48,79000,4879000,Wichita Falls city,Texas,1,1990,96259,48.17,74.02,12.61,47310,48949,77415,10788,1689,693,73,86598,9661
49,43660,4943660,Layton city,Utah,1,1990,41784,47.45,60.40,4.49,20937,20847,38727,864,893,278,72,39434,2350
49,55980,4955980,Ogden city,Utah,1,1990,63909,44.91,70.98,14.60,31211,32698,55885,1741,1007,687,116,56240,7669
49,57300,4957300,Orem city,Utah,1,1990,67561,44.34,55.96,6.17,33401,34160,65121,88,661,534,380,65521,2040
49,62470,4962470,Provo city,Utah,1,1990,86835,63.40,74.44,6.50,42112,44723,81683,229,1750,929,624,83212,3623
49,65330,4965330,St. George city,Utah,1,1990,28502,39.06,67.35,18.01,13848,14654,27586,52,128,464,72,27923,579
49,67000,4967000,Salt Lake City city,Utah,1,1990,159936,49.45,75.04,14.50,78799,81137,139177,2752,5446,2541,2120,144428,15508
49,82950,4982950,West Jordan city,Utah,1,1990,42892,47.82,53.49,2.75,21522,21370,40324,121,588,272,237,40108,2784
50,10675,5010675,Burlington city,Vermont,1,1990,39127,62.69,84.03,10.57,18231,20896,37876,390,573,123,10,38644,483
51,01000,5101000,Alexandria city,Virginia,1,1990,111183,58.90,84.59,10.26,52741,58442,76789,24339,4507,333,125,100405,10778
51,16000,5116000,Chesapeake city,Virginia,1,1990,151976,49.69,71.29,8.45,74467,77509,107399,41662,1834,444,65,150063,1913
51,35000,5135000,Hampton city,Virginia,1,1990,133793,51.15,75.02,9.57,65226,68567,78149,51981,2233,392,106,131157,2636
51,47672,5147672,Lynchburg city,Virginia,1,1990,66049,46.88,77.58,16.44,29746,36303,47853,17445,484,105,17,65573,476
51,56000,5156000,Newport News city,Virginia,1,1990,170045,51.43,72.56,9.29,83356,86689,106418,57077,3705,579,264,165335,4710
51,57000,5157000,Norfolk city,Virginia,1,1990,261229,56.25,77.04,10.51,139310,121919,148228,102012,6549,1165,266,253618,7611
51,64000,5164000,Portsmouth city,Virginia,1,1990,103907,46.03,73.19,13.86,49454,54453,53212,49180,781,303,46,102543,1364
51,67000,5167000,Richmond city,Virginia,1,1990,203056,49.84,79.32,15.36,92795,110261,88028,112122,1751,463,36,201158,1898
51,68000,5168000,Roanoke city,Virginia,1,1990,96397,45.73,78.03,17.06,44590,51807,71907,23395,702,165,15,95732,665
51,76432,5176432,Suffolk city,Virginia,1,1990,52141,43.95,72.88,12.95,24708,27433,28511,23245,186,112,14,51822,319
51,82000,5182000,Virginia Beach city,Virginia,1,1990,393069,55.28,72.04,5.91,199571,193498,316408,54671,16660,1384,365,380932,12137
53,03180,5303180,Auburn city,Washington,1,1990,33102,48.33,73.98,11.63,16163,16939,30571,452,867,689,130,32092,1010
53,05210,5305210,Bellevue city,Washington,1,1990,86874,48.45,78.94,10.39,42488,44386,75150,1939,8459,383,183,84685,2189
53,05280,5305280,Bellingham city,Washington,1,1990,52179,55.16,80.83,14.11,24838,27341,48923,411,1381,943,72,50923,1256
53,22640,5322640,Everett city,Washington,1,1990,69961,49.47,75.04,13.04,34714,35247,64177,1160,2590,1218,148,67988,1973
53,23515,5323515,Federal Way CDP,Washington,1,1990,67554,53.22,73.03,6.18,33451,34103,58537,2709,4635,604,242,65344,2210
53,35275,5335275,Kennewick city,Washington,1,1990,42155,48.52,69.15,9.06,20677,21478,37892,476,791,323,46,38471,3684
53,35415,5335415,Kent city,Washington,1,1990,37960,56.53,75.42,6.53,19053,18907,33860,1455,1571,513,97,36498,1462
53,57745,5357745,Renton city,Washington,1,1990,41688,52.98,77.78,10.53,20721,20967,34790,2731,3093,491,134,40454,1234
53,63000,5363000,Seattle city,Washington,1,1990,516259,54.12,83.55,15.19,252042,264217,388858,51948,58040,7326,2779,497910,18349
53,67000,5367000,Spokane city,Washington,1,1990,177196,46.51,75.58,16.25,84577,92619,165284,3416,3399,3622,287,173519,3677
53,70000,5370000,Tacoma city,Washington,1,1990,176664,47.70,73.96,13.73,85432,91232,138054,20110,10922,3567,1294,169994,6670
53,74060,5374060,Vancouver city,Washington,1,1990,46380,46.85,76.66,16.35,22152,24228,42795,1050,1293,593,180,44981,1399
53,80010,5380010,Yakima city,Washington,1,1990,54827,44.28,73.19,16.40,26410,28417,45258,1315,652,1108,49,45913,8914
54,14600,5414600,Charleston city,West Virginia,1,1990,57287,42.78,78.26,18.38,26038,31249,48179,8163,714,108,18,56931,356
55,02375,5502375,Appleton city,Wisconsin,1,1990,65695,48.12,72.62,11.91,31659,34036,63458,163,1573,279,9,65118,577
55,31000,5531000,Green Bay city,Wisconsin,1,1990,96466,49.09,74.07,12.62,46070,50396,90888,453,2206,2448,28,95403,1063
55,39225,5539225,Kenosha city,Wisconsin,1,1990,80352,46.45,72.99,13.50,38687,41665,72139,5137,426,297,22,75620,4732
55,48000,5548000,Madison city,Wisconsin,1,1990,191262,60.31,81.36,9.32,93179,98083,173504,8109,7414,752,57,187385,3877
55,53000,5553000,Milwaukee city,Wisconsin,1,1990,628088,48.42,72.59,12.44,296837,331251,398033,191255,11635,5858,182,588679,39409
55,66000,5566000,Racine city,Wisconsin,1,1990,84298,45.43,70.97,13.09,39985,44313,64378,15551,453,273,5,77445,6853
55,84250,5584250,Waukesha city,Wisconsin,1,1990,56958,51.55,73.53,9.81,27530,29428,54319,317,695,161,24,53592,3366
56,13900,5613900,Cheyenne city,Wyoming,1,1990,50008,46.73,73.58,12.04,24439,25569,44814,1561,534,351,50,44096,5912
