Fips_State,Fips_Place,Fips_State_Place,City_Name,St_Name,NYU_500_Largest,Year,Pop_Total,Per_15to44_years(%),Per_18_years_and_over(%),Per_65_years_and_over(%),Pop_Male,Pop_Female,Pop_White,Pop_Black,Pop_Asian,Pop_AIAN,Pop_NHOPI,Pop_Nonhispanic,Pop_Hispanic
12,71000,1271000,Tampa city, Florida,1,2010,336945,45,76.4,10.5,165425,171520,210409,88443,12335,8285,249,262395,74550
12,72145,1272145,Town 'n' Country CDP, Florida,0,2010,81175,44.6,78.6,12.8,40580,40595,64801,8523,1977,1028,0,43903,37272
12,76582,1276582,Weston city, Florida,0,2010,65528,39.4,69.8,8.6,32060,33468,56124,1208,3860,283,0,35272,30256
12,76600,1276600,West Palm Beach city, Florida,1,2010,100175,40.7,79.1,16.4,48532,51643,64289,29591,2192,165,0,78676,21499
13,1052,1301052,Albany city, Georgia,1,2010,78971,42.6,73.1,11.1,36733,42238,18636,57568,821,115,0,76853,2118
13,3440,1303440,Athens-Clarke County unified government (balance), Georgia,1,2010,115465,59.6,82.5,8.6,55248,60217,74986,30148,4595,0,0,103384,12081
13,4000,1304000,Atlanta city, Georgia,1,2010,422338,51.7,80.9,9.8,207850,214488,166001,220448,15251,435,0,396973,25365
13,4204,1304204,Augusta-Richmond County consolidated government (balance), Georgia,1,2010,196386,43,75.3,11.2,94257,102129,77458,107523,3122,830,4,188010,8376
13,19000,1319000,Columbus city, Georgia,1,2010,190417,42.7,74.5,11.7,90947,99470,89801,85792,4564,456,118,178162,12255
13,42425,1342425,Johns Creek city, Georgia,1,2010,77207,37.9,68.2,7.5,37760,39447,50249,8687,14553,216,155,72411,4796
13,49000,1349000,Macon city, Georgia,1,2010,91524,40.5,73.1,11.5,42609,48915,29541,57757,615,0,0,88960,2564
13,67284,1367284,Roswell city, Georgia,1,2010,88908,39.4,77.7,11.3,43379,45529,69336,7849,5101,215,0,76377,12531
13,68516,1368516,Sandy Springs city, Georgia,1,2010,94441,48,80.5,10,44926,49515,61707,20673,6007,232,80,81641,12800
13,69000,1369000,Savannah city, Georgia,1,2010,136651,49.2,79.2,10.9,66395,70256,57811,72566,4044,210,0,130348,6303
13,80508,1380508,Warner Robins city, Georgia,1,2010,66757,43.8,71.2,11.2,32721,34036,36541,23719,442,0,0,61624,5133
15,71550,1571550,Urban Honolulu CDP, Hawaii,0,2010,338909,40.1,83.3,18.7,166876,172033,60569,4765,193098,512,25401,321040,17869
16,8830,1608830,Boise City city, Idaho,1,2010,206286,43.5,78.5,12.5,102968,103318,186771,3610,7254,1295,319,191454,14832
16,52120,1652120,Meridian city, Idaho,1,2010,75324,42.7,66.4,7.6,36019,39305,-998,-998,-998,-998,-998,71302,4022
16,56260,1656260,Nampa city, Idaho,1,2010,81781,41.9,68.9,9.4,40606,41175,71525,490,765,2653,0,62397,19384
17,2154,1702154,Arlington Heights village, Illinois,1,2010,77009,36.4,79.3,18.3,38294,38715,64574,1883,7485,537,0,72395,4614
17,3012,1703012,Aurora city, Illinois,1,2010,193582,48.6,67.3,5.4,98154,95428,107964,21814,12176,268,152,105444,88138
17,6613,1706613,Bloomington city, Illinois,1,2010,76730,46.5,76.4,9.6,38128,38602,59206,8355,5605,57,0,73383,3347
17,7133,1707133,Bolingbrook village, Illinois,1,2010,73027,41.5,69.8,5.7,36288,36739,43905,14008,8232,832,0,57038,15989
17,12385,1712385,Champaign city, Illinois,1,2010,81164,63.3,84.2,7.2,39553,41611,58814,10123,9973,90,0,76150,5014
17,14000,1714000,Chicago city, Illinois,1,2010,2698831,47.9,76.6,10.1,1306010,1392821,1256175,905799,149897,6513,661,1934863,763968
17,14351,1714351,Cicero town, Illinois,1,2010,84002,46.7,67.3,5.2,42737,41265,25526,4138,206,775,328,11604,72398
17,18823,1718823,Decatur city, Illinois,1,2010,76268,37.3,77.1,16.7,34540,41728,53946,18294,708,0,0,74422,1846
17,23074,1723074,Elgin city, Illinois,1,2010,108273,42.2,71.2,9.5,53894,54379,75566,8854,5969,83,0,59331,48942
17,24582,1724582,Evanston city, Illinois,1,2010,74549,47.8,77.6,11.8,34479,40070,52205,10096,7815,0,0,66525,8024
17,38570,1738570,Joliet city, Illinois,1,2010,150856,44.5,69.8,8.1,73712,77144,105971,25783,3155,90,149,112761,38095
17,51622,1751622,Naperville city, Illinois,1,2010,141483,37.6,71.7,9.6,71505,69978,106244,6612,22825,213,609,133979,7504
17,57225,1757225,Palatine village, Illinois,1,2010,68596,42.3,76,9.3,33566,35030,55060,2264,7968,145,0,56683,11913
17,59000,1759000,Peoria city, Illinois,1,2010,114966,43.8,75.2,13.4,55363,59603,75686,30459,4558,65,0,108846,6120
17,65000,1765000,Rockford city, Illinois,1,2010,152220,40.2,73.3,13.7,73293,78927,104852,34253,4465,447,79,125089,27131
17,68003,1768003,Schaumburg village, Illinois,1,2010,73279,47.9,78.7,10.4,35871,37408,55674,1204,12584,24,0,67955,5324
17,70122,1770122,Skokie village, Illinois,0,2010,64861,34.4,79.3,17,31009,33852,41832,4913,15978,0,0,57563,7298
17,72000,1772000,Springfield city, Illinois,1,2010,116188,38.3,77.6,14.6,56063,60125,89535,21229,2458,260,0,114576,1612
17,79293,1779293,Waukegan city, Illinois,1,2010,87729,47.9,69.5,6.8,43830,43899,34329,15384,3150,613,0,41438,46291
18,5860,1805860,Bloomington city, Indiana,1,2010,81096,66.6,89.3,8.9,40961,40135,67643,2845,7408,183,0,77814,3282
18,10342,1810342,Carmel city, Indiana,1,2010,79447,35.2,70.3,9.7,38553,40894,67858,1942,7170,109,0,76280,3167
18,22000,1822000,Evansville city, Indiana,1,2010,115833,40.6,76.4,14.4,55775,60058,96195,14631,468,177,0,112214,3619
18,23278,1823278,Fishers town, Indiana,1,2010,77579,44.3,67.6,6.1,37616,39963,-998,-998,-998,-998,-998,76558,1021
18,25000,1825000,Fort Wayne city, Indiana,1,2010,253696,40.6,72.5,11.9,122815,130881,189969,39416,6945,1158,191,234120,19576
18,27000,1827000,Gary city, Indiana,1,2010,80840,35.3,74.1,14.9,38531,42309,9208,67301,84,217,195,75728,5112
18,31000,1831000,Hammond city, Indiana,1,2010,80812,44.3,73.5,10.2,39618,41194,43149,17952,1122,0,0,51182,29630
18,36003,1836003,Indianapolis city (balance), Indiana,1,2010,824199,43.9,74.9,10.3,397975,426224,523449,228180,17546,2468,0,745732,78467
18,40788,1840788,Lafayette city, Indiana,1,2010,65261,47.6,80.2,11.9,32248,33013,55554,3672,2152,42,0,57842,7419
18,51876,1851876,Muncie city, Indiana,1,2010,68651,51.6,82.9,13.1,32994,35657,57634,6433,1017,303,0,67329,1322
18,71000,1871000,South Bend city, Indiana,1,2010,107072,41.5,73.2,13.6,52483,54589,70036,28539,837,1193,82,94266,12806
19,12000,1912000,Cedar Rapids city, Iowa,1,2010,126498,40.9,77.1,13.5,60328,66170,111335,8851,2039,251,0,122451,4047
19,19000,1919000,Davenport city, Iowa,1,2010,100068,42.2,74,11.2,49385,50683,80942,11770,1816,382,0,92373,7695
19,21000,1921000,Des Moines city, Iowa,1,2010,204196,43.6,75.2,10.7,99020,105176,160303,20188,9190,1431,83,180364,23832
19,38595,1938595,Iowa City city, Iowa,1,2010,68027,61.1,84.7,7.6,33535,34492,56192,4122,4524,150,97,64110,3917
19,73335,1973335,Sioux City city, Iowa,1,2010,82378,40.9,73.5,13,40272,42106,65021,3357,2666,1905,0,68550,13828
19,82425,1982425,Waterloo city, Iowa,1,2010,68472,41.6,73.8,13.6,32488,35984,55078,10275,634,136,0,64930,3542
20,36000,2036000,Kansas City city, Kansas,1,2010,147798,42.3,72,10.3,72884,74914,91880,40232,3896,982,0,106687,41111
20,38900,2038900,Lawrence city, Kansas,1,2010,92718,59.3,81.6,7.6,46576,46142,75514,4054,3869,2879,0,87141,5577
20,52575,2052575,Olathe city, Kansas,1,2010,126256,44,70.5,6.4,63860,62396,107388,6096,8003,220,0,112300,13956
20,53775,2053775,Overland Park city, Kansas,1,2010,173909,39.1,75.6,13.8,82149,91760,147761,7822,10367,852,0,163657,10252
20,71000,2071000,Topeka city, Kansas,1,2010,127727,40.4,75.8,14.3,61083,66644,93763,14463,2176,1707,0,110015,17712
20,79000,2079000,Wichita city, Kansas,1,2010,383142,41.4,73.6,11.2,188182,194960,280244,43114,19522,3678,46,323319,59823
21,46027,2146027,Lexington-Fayette urban county, Kentucky,1,2010,296765,47.6,78.9,10.4,147746,149019,226025,40708,9693,837,240,276164,20601
21,48006,2148006,Louisville/Jefferson County metro government (balance), Kentucky,1,2010,598230,40.8,76.1,12.5,288707,309523,431593,136025,12831,1263,184,570454,27776
22,5000,2205000,Baton Rouge city, Louisiana,1,2010,229859,48.2,78.9,11,109942,119917,90411,124218,7517,281,0,221400,8459
22,39475,2239475,Kenner city, Louisiana,1,2010,66681,41.3,80.6,12.5,34027,32654,47778,11896,1131,961,0,52209,14472
22,40735,2240735,Lafayette city, Louisiana,1,2010,120871,45.7,80.6,13.1,60562,60309,81262,35170,3051,214,0,116953,3918
22,41155,2241155,Lake Charles city, Louisiana,1,2010,72163,41.3,78.2,13.4,34107,38056,35590,33077,1604,690,181,70405,1758
22,50115,2250115,Metairie CDP, Louisiana,0,2010,132938,38.4,81.4,17.7,63635,69303,105695,14784,4984,1296,0,115753,17185
22,55000,2255000,New Orleans city, Louisiana,1,2010,347858,45.3,78.8,11.1,168746,179112,114660,207696,9420,1536,217,329599,18259
22,70000,2270000,Shreveport city, Louisiana,1,2010,198934,42.1,75.6,12.9,93514,105420,82885,106185,2742,646,1248,193671,5263
23,60545,2360545,Portland city, Maine,1,2010,66150,48.1,83.4,11.8,31970,34180,57349,3863,3651,0,0,63509,2641
24,4000,2404000,Baltimore city, Maryland,1,2010,620583,45.2,78.6,11.8,292446,328137,188657,392953,14284,2389,202,594552,26031
24,19125,2419125,Columbia CDP, Maryland,0,2010,102239,43.9,77.6,11.7,51195,51044,56043,28593,11439,170,0,93249,8990
24,26000,2426000,Ellicott City CDP, Maryland,0,2010,67241,38.6,73.2,10.7,31849,35392,-998,-998,-998,-998,-998,64646,2595
24,30325,2430325,Frederick city, Maryland,0,2010,65439,46.6,78.7,10.9,33003,32436,44870,10231,4549,1128,621,55640,9799
24,32025,2432025,Germantown CDP, Maryland,0,2010,83372,47.7,74.2,5.2,42068,41304,40313,20247,15610,644,0,69949,13423
24,72450,2472450,Silver Spring CDP, Maryland,0,2010,76534,51.6,77,8.1,35947,40587,33514,21388,5140,1445,0,54161,22373
24,81175,2481175,Waldorf CDP, Maryland,0,2010,68961,44.2,71.6,6.5,32479,36482,27501,35805,1905,127,0,65806,3155
25,7000,2507000,Boston city, Massachusetts,1,2010,621383,55.4,83.4,10.1,296201,325182,336981,154711,56760,1516,133,516516,104867
25,9000,2509000,Brockton city, Massachusetts,1,2010,93973,43.2,74.8,11.7,44346,49627,45903,36204,1459,520,0,84508,9465
25,11000,2511000,Cambridge city, Massachusetts,1,2010,105337,57.9,87.6,12.3,49895,55442,70927,11420,16128,185,0,97907,7430
25,23000,2523000,Fall River city, Massachusetts,1,2010,88894,43.2,80.3,15.2,41233,47661,81754,1981,1303,236,0,81204,7690
25,24960,2524960,Framingham CDP, Massachusetts,0,2010,68461,45.5,79.1,12.2,32747,35714,51280,7023,4623,121,0,60339,8122
25,34550,2534550,Lawrence city, Massachusetts,1,2010,76526,44.3,70.7,8,36667,39859,23734,2832,2667,631,0,18516,58010
25,37000,2537000,Lowell city, Massachusetts,1,2010,106730,46.6,77,8.8,52085,54645,62246,4802,25035,0,0,88454,18276
25,37490,2537490,Lynn city, Massachusetts,1,2010,90511,46,74.4,10.9,41366,49145,62912,10353,6347,90,0,62679,27832
25,45000,2545000,New Bedford city, Massachusetts,1,2010,95138,40.9,74.7,14.3,43615,51523,73561,6152,1047,339,76,81043,14095
25,45560,2545560,Newton city, Massachusetts,1,2010,85302,38.8,78.4,16.5,40287,45015,68423,1352,12386,0,0,80772,4530
25,55745,2555745,Quincy city, Massachusetts,1,2010,92486,43.8,83.7,16.1,44079,48407,64038,6831,19409,242,0,89458,3028
25,62535,2562535,Somerville city, Massachusetts,1,2010,75900,62.2,83.4,6.1,36772,39128,59215,5545,5104,658,0,69586,6314
25,67000,2567000,Springfield city, Massachusetts,1,2010,153115,44.5,73.3,11,73794,79321,76259,34312,4581,634,0,90955,62160
25,82000,2582000,Worcester city, Massachusetts,1,2010,181264,46.1,78.5,12.2,84008,97256,139498,19451,10610,500,0,145979,35285
26,3000,2603000,Ann Arbor city, Michigan,1,2010,114101,59.2,84.7,10.5,56165,57936,83795,8363,13896,342,0,107705,6396
26,21000,2621000,Dearborn city, Michigan,1,2010,97895,39.2,70.6,11.5,46088,51807,87265,3028,2447,29,63,92015,5880
26,22000,2622000,Detroit city, Michigan,1,2010,711910,41.3,73.4,11.5,338958,372952,77423,589659,6549,2799,34,666330,45580
26,27440,2627440,Farmington Hills city, Michigan,1,2010,79768,36.2,78,14.7,38234,41534,52956,14557,8341,134,63,76922,2846
26,29000,2629000,Flint city, Michigan,1,2010,102231,41,72.5,11.6,48607,53624,42661,53285,368,686,0,98681,3550
26,34000,2634000,Grand Rapids city, Michigan,1,2010,188214,47.1,73.3,10.4,90614,97600,127354,42866,3695,1723,0,157555,30659
26,42160,2642160,Kalamazoo city, Michigan,1,2010,74382,54.1,79.5,9.1,34806,39576,55494,14506,1565,601,0,68962,5420
26,46000,2646000,Lansing city, Michigan,1,2010,114017,46,76,9.3,56147,57870,68437,27106,3978,934,0,98982,15035
26,49000,2649000,Livonia city, Michigan,1,2010,96684,34.9,76.6,16.9,47716,48968,89398,2721,2505,269,0,94346,2338
26,69035,2669035,Rochester Hills city, Michigan,1,2010,71022,38.8,77.1,12.7,32810,38212,58935,4576,6169,186,0,69511,1511
26,74900,2674900,Southfield city, Michigan,1,2010,71785,37.2,80.7,18.2,31473,40312,19799,49339,1199,0,0,71051,734
26,76460,2676460,Sterling Heights city, Michigan,1,2010,129734,39.1,77.4,14.1,62427,67307,114417,4919,6524,39,0,127249,2485
26,80700,2680700,Troy city, Michigan,1,2010,81037,35.3,76.1,13.4,40986,40051,-998,-998,-998,-998,-998,80047,990
26,84000,2684000,Warren city, Michigan,1,2010,134075,38.8,76.3,17,63416,70659,103177,18860,8300,75,0,129854,4221
26,86000,2686000,Westland city, Michigan,1,2010,83860,41.3,78.8,14.5,38609,45251,62054,16392,2930,694,0,82190,1670
26,88940,2688940,Wyoming city, Michigan,1,2010,72209,44.5,75,10.3,35764,36445,59455,3958,3896,345,0,62160,10049
27,6616,2706616,Bloomington city, Minnesota,1,2010,83054,36.6,77.7,17.9,38719,44335,68456,4948,6221,451,0,77764,5290
27,7966,2707966,Brooklyn Park city, Minnesota,1,2010,75936,42.9,66.7,8.1,36593,39343,40055,16310,13145,0,0,68105,7831
27,17000,2717000,Duluth city, Minnesota,1,2010,86230,47.1,81.2,14.6,43061,43169,79251,2559,1044,1381,0,85339,891
27,43000,2743000,Minneapolis city, Minnesota,1,2010,383280,52.2,81.3,8,194796,188484,265661,64583,21484,6447,190,348776,34504
27,51730,2751730,Plymouth city, Minnesota,1,2010,70710,38.5,74.7,12.3,33851,36859,59956,4345,3539,551,40,67484,3226
27,54880,2754880,Rochester city, Minnesota,1,2010,106963,41.3,74.9,13,51922,55041,89095,6127,6633,87,72,101479,5484
27,56896,2756896,St. Cloud city, Minnesota,0,2010,65885,50.2,84.3,10.6,33400,32485,57090,4858,1586,764,0,64067,1818
27,58000,2758000,St. Paul city, Minnesota,1,2010,285439,48.2,75.6,8.8,138770,146669,180332,42639,42225,2209,50,256714,28725
28,29700,2829700,Gulfport city, Mississippi,1,2010,68042,44.1,76.6,12.4,36188,31854,40601,23958,982,474,0,63040,5002
28,36000,2836000,Jackson city, Mississippi,1,2010,173315,43,71.6,10.1,79986,93329,-998,-998,-998,-998,-998,170019,3296
29,15670,2915670,Columbia city, Missouri,1,2010,108872,57.5,81.2,9.2,50721,58151,86064,11492,6034,247,172,105206,3666
29,35000,2935000,Independence city, Missouri,1,2010,117027,38.7,74.9,15.4,56946,60081,97679,9287,1783,574,99,108950,8077
29,38000,2938000,Kansas City city, Missouri,1,2010,460665,42.7,75.1,10.6,219990,240675,269743,139811,10263,1978,1099,410865,49800
29,41348,2941348,Lee's Summit city, Missouri,1,2010,91229,38.5,73.9,12.8,43826,47403,80781,4985,2456,0,519,89580,1649
29,54074,2954074,O'Fallon city, Missouri,1,2010,79565,42.1,69,9.2,38680,40885,-998,-998,-998,-998,-998,77228,2337
29,64082,2964082,St. Charles city, Missouri,0,2010,65993,40.1,81.9,14.9,32625,33368,58635,5011,495,78,0,63260,2733
29,64550,2964550,St. Joseph city, Missouri,1,2010,74853,41.3,76.8,13.9,37141,37712,65251,5559,662,299,0,70164,4689
29,65000,2965000,St. Louis city, Missouri,1,2010,319156,46.6,78.8,11.1,154585,164571,143898,157759,8717,535,0,307949,11207
29,70000,2970000,Springfield city, Missouri,1,2010,159643,46.2,81.8,14.6,77317,82326,141427,5931,3077,1178,0,153332,6311
30,6550,3006550,Billings city, Montana,1,2010,104491,38.9,76,15.2,51422,53069,93662,743,1289,5018,0,98931,5560
30,50200,3050200,Missoula city, Montana,1,2010,66905,51.8,82.1,10.8,34911,31994,62353,357,638,2145,101,64560,2345
31,28000,3128000,Lincoln city, Nebraska,1,2010,259041,46.8,77,10.8,129404,129637,229073,9540,10604,1453,1216,243034,16007
31,37000,3137000,Omaha city, Nebraska,1,2010,410269,43.4,74.9,11,201168,209101,316463,55287,8397,3539,244,356608,53661
32,23770,3223770,Enterprise CDP, Nevada,0,2010,118697,52.5,75,4.8,61408,57289,68582,11988,22043,817,2168,96626,22071
32,31900,3231900,Henderson city, Nevada,1,2010,258138,37.8,76.9,13.5,128839,129299,204576,15542,21362,1180,1836,220606,37532
32,40000,3240000,Las Vegas city, Nevada,1,2010,584641,41.9,75.9,12.6,296812,287829,401776,61508,38210,3075,3680,402718,181923
32,51800,3251800,North Las Vegas city, Nevada,1,2010,217304,46.3,67.2,6.1,107006,110298,112571,49844,16015,1032,775,134220,83084
32,54600,3254600,Paradise CDP, Nevada,0,2010,215586,44.4,77.8,12.5,109520,106066,151348,20915,15726,794,2832,144997,70589
32,60600,3260600,Reno city, Nevada,1,2010,225818,44,77.1,12.2,116337,109481,185581,7039,13313,2709,427,171661,54157
32,68400,3268400,Sparks city, Nevada,1,2010,90504,44.8,72,8.5,43653,46851,71527,2027,6647,997,179,61120,29384
32,68585,3268585,Spring Valley CDP, Nevada,0,2010,179830,45.5,78.1,11.2,88837,90993,120508,13126,28832,725,2151,145290,34540
32,71400,3271400,Sunrise Manor CDP, Nevada,0,2010,185286,42.4,68,9.5,91513,93773,115903,19168,11180,612,448,90486,94800
33,45140,3345140,Manchester city, New Hampshire,1,2010,109655,43.3,79.3,11.5,53801,55854,91985,4887,5473,386,0,99588,10067
33,50260,3350260,Nashua city, New Hampshire,1,2010,86570,41.7,76.1,11.8,43733,42837,76255,1240,5176,93,0,78785,7785
34,10000,3410000,Camden city, New Jersey,1,2010,77331,44.1,69.1,8,36811,40520,10637,35046,962,780,0,40604,36727
34,13690,3413690,Clifton city, New Jersey,1,2010,84249,42.2,77,13.5,40786,43463,56608,3072,7573,0,0,52592,31657
34,19390,3419390,East Orange city, New Jersey,0,2010,64299,44.3,76.9,11,28604,35695,-998,-998,-998,-998,-998,57145,7154
34,21000,3421000,Elizabeth city, New Jersey,1,2010,125222,46.8,72.6,7.4,61676,63546,65810,23378,2775,104,0,49877,75345
34,36000,3436000,Jersey City city, New Jersey,1,2010,248005,50.9,78.1,8.3,123042,124963,82432,64987,58578,606,0,178132,69873
34,51000,3451000,Newark city, New Jersey,1,2010,277232,48.4,73.7,8.4,138580,138652,71202,145187,4440,2141,40,184703,92529
34,56550,3456550,Passaic city, New Jersey,1,2010,69870,45.8,68.8,7.7,37242,32628,26278,3992,851,159,0,17747,52123
34,57000,3457000,Paterson city, New Jersey,1,2010,146377,45.8,72.4,8.6,70803,75574,78946,47809,6969,495,0,69373,77004
34,73110,3473110,Toms River CDP, New Jersey,0,2010,89390,38,77.3,15.1,42529,46861,80875,1752,4150,0,0,81464,7926
34,74000,3474000,Trenton city, New Jersey,1,2010,85015,47.7,73.9,9.2,41154,43861,25851,42990,1054,591,0,55944,29071
34,74630,3474630,Union City city, New Jersey,1,2010,66560,50,75.5,8.5,32196,34364,40014,2260,3289,291,0,15855,50705
35,2000,3502000,Albuquerque city, New Mexico,1,2010,547585,42.7,76,12.1,266622,280963,383124,18601,13884,21924,0,288438,259147
35,39380,3539380,Las Cruces city, New Mexico,1,2010,98239,44.3,77,13.2,47091,51148,88302,1461,1112,1621,0,40988,57251
35,63460,3563460,Rio Rancho city, New Mexico,1,2010,87954,38.8,71.3,11.4,42027,45927,72721,3083,1354,3224,180,55973,31981
35,70500,3570500,Santa Fe city, New Mexico,1,2010,68157,32.9,80.8,18.6,32752,35405,59885,440,910,207,0,35163,32994
